"","Name","Year","file","Organization_type","Size","Sector","Sec_SASB","Country","Region","OECD","english_non_english"
"208","Oki Electric Industry",2006,"OkiElectricIndustry_2006",NA,"MNE","Household and Personal Products","Consumer Goods","Japan","Asia",NA,"non-english"
"209","Ono Pharmaceutical",2006,"OnoPharmaceutical_2006",NA,"MNE","Chemicals","Resource Transformation","Japan","Asia",NA,"non-english"
"210","Orange România",2006,"OrangeRomânia_2006",NA,"Large","Telecommunications","Technology and Communications","Romania","Europe",NA,"non-english"
"211","Osaka Gas",2006,"OsakaGas_2006",NA,"Large","Energy","Extractives and Minerals Processing","Japan","Asia",NA,"english"
"212","Penta-Ocean",2006,"Penta-Ocean_2006",NA,"MNE","Construction","Infrastructure","Japan","Asia",NA,"non-english"
"213","Procter & Gamble",2006,"Procter&Gamble_2006",NA,"Large","Household and Personal Products","Consumer Goods","United States of America","Northern America",NA,"english"
"214","Renewable Energy Corporation (REC)",2006,"RenewableEnergyCorporation(REC)_2006",NA,"MNE","Other","Other","Norway","Europe",NA,"english"
"215","Rinnai",2006,"Rinnai_2006",NA,"MNE","Energy Utilities","Infrastructure","Japan","Asia",NA,"non-english"
"216","Riso",2006,"Riso_2006",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"non-english"
"217","Royal Bank of Canada (RBC)",2006,"RoyalBankofCanada(RBC)_2006",NA,"MNE","Financial Services","Financials","Canada","Northern America",NA,"english"
"218","Sanden Corporation",2006,"SandenCorporation_2006",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"219","Sanlam",2006,"Sanlam_2006",NA,"Large","Financial Services","Financials","South Africa","Africa",NA,"english"
"220","Sawafuji",2006,"Sawafuji_2006",NA,"Large","Equipment","Resource Transformation","Japan","Asia",NA,"non-english"
"221","Seventh Generation",2006,"SeventhGeneration_2006",NA,"SME","Household and Personal Products","Consumer Goods","United States of America","Northern America",NA,"english"
"222","Shinhan Financial Group",2006,"ShinhanFinancialGroup_2006",NA,"Large","Financial Services","Financials","Korea, Republic of","Asia",NA,"non-english"
"223","Society of Motor Manufacturers & Traders (SMMT)",2006,"SocietyofMotorManufacturers&Traders(SMMT)_2006",NA,"Large","Automotive","Transportation","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"224","SOMAR",2006,"SOMAR_2006",NA,"MNE","Chemicals","Resource Transformation","Japan","Asia",NA,"non-english"
"225","Stockland",2006,"Stockland_2006",NA,"MNE","Real Estate","Infrastructure","Australia","Oceania",NA,"english"
"226","SUEK (Siberian Coal Energy Company)",2006,"SUEK(SiberianCoalEnergyCompany)_2006",NA,"Large","Mining","Extractives and Minerals Processing","Russian Federation","Europe",NA,"english"
"227","Sumitomo Chemicals",2006,"SumitomoChemicals_2006",NA,"MNE","Chemicals","Resource Transformation","Japan","Asia",NA,"english"
"228","Sumitomo Forestry",2006,"SumitomoForestry_2006",NA,"MNE","Real Estate","Infrastructure","Japan","Asia",NA,"english"
"229","Sumitomo Riko",2006,"SumitomoRiko_2006",NA,"MNE","Other","Other","Japan","Asia",NA,"non-english"
"230","Sunoco",2006,"Sunoco_2006",NA,"Large","Chemicals","Resource Transformation","United States of America","Northern America",NA,"english"
"231","SWCC",2006,"SWCC_2006",NA,"MNE","Metals Products","Extractives and Minerals Processing","Japan","Asia",NA,"non-english"
"232","Taiheiyo Cement",2006,"TaiheiyoCement_2006",NA,"Large","Construction Materials","Extractives and Minerals Processing","Japan","Asia",NA,"non-english"
"233","Takasago",2006,"Takasago_2006",NA,"MNE","Other","Other","Japan","Asia",NA,"non-english"
"234","Takashimaya",2006,"Takashimaya_2006",NA,"MNE","Retailers","Consumer Goods","Japan","Asia",NA,"non-english"
"235","Tamura",2006,"Tamura_2006",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"236","TECHNO ASSOCIE",2006,"TECHNOASSOCIE_2006",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"237","Telekom Slovakia",2006,"TelekomSlovakia_2006",NA,"Large","Telecommunications","Technology and Communications","Slovak Republic","Europe",NA,"non-english"
"238","TERUMO",2006,"TERUMO_2006",NA,"MNE","Healthcare Products","Healthcare","Japan","Asia",NA,"english"
"239","Tiger Brands",2006,"TigerBrands_2006",NA,"MNE","Household and Personal Products","Consumer Goods","South Africa","Africa",NA,"english"
"240","TIM",2006,"TIM_2006",NA,"Large","Telecommunications","Technology and Communications","Italy","Europe",NA,"english"
"241","TOA OIL",2006,"TOAOIL_2006",NA,"MNE","Energy","Extractives and Minerals Processing","Japan","Asia",NA,"non-english"
"242","Tohoku Electric Power",2006,"TohokuElectricPower_2006",NA,"Large","Energy","Extractives and Minerals Processing","Japan","Asia",NA,"non-english"
"243","tok",2006,"tok_2006",NA,"MNE","Chemicals","Resource Transformation","Japan","Asia",NA,"non-english"
"244","TOPCON",2006,"TOPCON_2006",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"non-english"
"245","Toronto Pearson - GTAA",2006,"TorontoPearson-GTAA_2006",NA,"Large","Aviation","Transportation","Canada","Northern America",NA,"english"
"246","Toshiba",2006,"Toshiba_2006",NA,"MNE","Conglomerates","Conglomerates","Japan","Asia",NA,"english"
"247","Toyota Boshoku",2006,"ToyotaBoshoku_2006",NA,"Large","Automotive","Transportation","Japan","Asia",NA,"english"
"248","Transportes Urbanos de Sevilla",2006,"TransportesUrbanosdeSevilla_2006",NA,"Large","Logistics","Transportation","Spain","Europe",NA,"non-english"
"249","Tsumura & Co.",2006,"Tsumura&Co._2006",NA,"MNE","Chemicals","Resource Transformation","Japan","Asia",NA,"non-english"
"250","UNACEM - Unión Andina de Cementos",2006,"UNACEM-UniónAndinadeCementos_2006",NA,"MNE","Construction Materials","Extractives and Minerals Processing","Peru","Latin America & the Caribbean",NA,"english"
"251","Unicaja",2006,"Unicaja_2006",NA,"Large","Financial Services","Financials","Spain","Europe",NA,"non-english"
"252","UNITIKA",2006,"UNITIKA_2006",NA,"MNE","Conglomerates","Conglomerates","Japan","Asia",NA,"non-english"
"253","Universität für Bodenkultur Wien",2006,"UniversitätfürBodenkulturWien_2006",NA,"Large","Universities","Services","Austria","Europe",NA,"non-english"
"254","Vancity",2006,"Vancity_2006",NA,"Large","Financial Services","Financials","Canada","Northern America",NA,"non-english"
"255","Vodafone Espana",2006,"VodafoneEspana_2006",NA,"Large","Telecommunications","Technology and Communications","Spain","Europe",NA,"non-english"
"256","Vodafone Italy",2006,"VodafoneItaly_2006",NA,"Large","Telecommunications","Technology and Communications","Italy","Europe",NA,"non-english"
"257","Westpac Banking Corporation",2006,"WestpacBankingCorporation_2006",NA,"MNE","Financial Services","Financials","Australia","Oceania",NA,"english"
"258","Wilson Bayly Holmes-Ovcon",2006,"WilsonBaylyHolmes-Ovcon_2006",NA,"Large","Other","Other","South Africa","Africa",NA,"english"
"259","Zeon Corp.",2006,"ZeonCorp._2006",NA,"MNE","Chemicals","Resource Transformation","Japan","Asia",NA,"non-english"
"260","Abertis",2007,"Abertis_2007",NA,"Large","Other","Other","Spain","Europe",NA,"english"
"261","ABN AMRO Holding",2007,"ABNAMROHolding_2007",NA,"Large","Financial Services","Financials","Netherlands","Europe",NA,"english"
"262","AECI",2007,"AECI_2007",NA,"Large","Chemicals","Resource Transformation","South Africa","Africa",NA,"english"
"263","AENA",2007,"AENA_2007",NA,"Large","Aviation","Transportation","Spain","Europe",NA,"non-english"
"264","Alps Electric",2007,"AlpsElectric_2007",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"265","Applied Materials",2007,"AppliedMaterials_2007",NA,"Large","Technology Hardware","Technology and Communications","United States of America","Northern America",NA,"english"
"266","Aramex International LLC",2007,"AramexInternationalLLC_2007",NA,"Large","Logistics","Transportation","Jordan","Asia",NA,"english"
"267","Asahi Group Holdings",2007,"AsahiGroupHoldings_2007",NA,"MNE","Food and Beverage Products","Food and Beverage","Japan","Asia",NA,"english"
"268","Aspen Snowmass",2007,"AspenSnowmass_2007",NA,"SME","Tourism/Leisure","Tourism/Leisure","United States of America","Northern America",NA,"english"
"269","ASUSTEK",2007,"ASUSTEK_2007",NA,"MNE","Computers","Technology and Communications","Taiwan","Asia",NA,"non-english"
"270","BA",2007,"BA_2007",NA,"Large","Household and Personal Products","Consumer Goods","Portugal","Europe",NA,"non-english"
"271","Baloise-Holding AG",2007,"Baloise-HoldingAG_2007",NA,"MNE","Financial Services","Financials","Switzerland","Europe",NA,"english"
"272","Banrisul",2007,"Banrisul_2007",NA,"Large","Financial Services","Financials","Brazil","Latin America & the Caribbean",NA,"non-english"
"273","Banyan Tree Hotels and Resorts",2007,"BanyanTreeHotelsandResorts_2007",NA,"MNE","Tourism/Leisure","Tourism/Leisure","Singapore","Asia",NA,"english"
"274","Baoshan Iron & Steel",2007,"BaoshanIron&Steel_2007",NA,"Large","Metals Products","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"275","Baosteel Group Corporation",2007,"BaosteelGroupCorporation_2007",NA,"Large","Metals Products","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"276","Canfor Corp.",2007,"CanforCorp._2007",NA,"MNE","Forest and Paper Products","Renewable Resources & Alternative Energy","Canada","Northern America",NA,"english"
"277","CCR Actua",2007,"CCRActua_2007",NA,"Large","Conglomerates","Conglomerates","Brazil","Latin America & the Caribbean",NA,"non-english"
"278","China Datang Corporation (CDT)",2007,"ChinaDatangCorporation(CDT)_2007",NA,"Large","Energy Utilities","Infrastructure","Mainland China","Asia",NA,"non-english"
"279","China Huaneng Group",2007,"ChinaHuanengGroup_2007",NA,"Large","Energy","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"280","China Navigation Company Limited (CNCo)",2007,"ChinaNavigationCompanyLimited(CNCo)_2007",NA,"Large","Logistics","Transportation","Singapore","Asia",NA,"english"
"281","China Telecom",2007,"ChinaTelecom_2007",NA,"Large","Telecommunications","Technology and Communications","Mainland China","Asia",NA,"english"
"282","Chugai Pharmaceutical",2007,"ChugaiPharmaceutical_2007",NA,"MNE","Healthcare Products","Healthcare","Japan","Asia",NA,"english"
"283","CIB Bank",2007,"CIBBank_2007",NA,"MNE","Financial Services","Financials","Hungary","Europe",NA,"non-english"
"284","Cisco Systems, Inc.",2007,"CiscoSystems,Inc._2007",NA,"MNE","Technology Hardware","Technology and Communications","United States of America","Northern America",NA,"english"
"285","Citigroup",2007,"Citigroup_2007",NA,"MNE","Financial Services","Financials","United States of America","Northern America",NA,"english"
"286","City of Waidhofen an der Ybbs",2007,"CityofWaidhofenanderYbbs_2007",NA,"SME","Public Agency","Services","Austria","Europe",NA,"non-english"
"287","Codelco",2007,"Codelco_2007",NA,"Large","Mining","Extractives and Minerals Processing","Chile","Latin America & the Caribbean",NA,"non-english"
"288","Confederation of European Paper Industries (CEPI)",2007,"ConfederationofEuropeanPaperIndustries(CEPI)_2007",NA,"Large","Forest and Paper Products","Renewable Resources & Alternative Energy","Belgium","Europe",NA,"english"
"289","Consorzio Cooperative Costruzioni (CCC)",2007,"ConsorzioCooperativeCostruzioni(CCC)_2007",NA,"SME","Construction Materials","Extractives and Minerals Processing","Italy","Europe",NA,"non-english"
"290","Contratas y Obras Empresa Constructora",2007,"ContratasyObrasEmpresaConstructora_2007",NA,"Large","Construction","Infrastructure","Spain","Europe",NA,"non-english"
"291","Dai Nippon Printing",2007,"DaiNipponPrinting_2007",NA,"Large","Other","Other","Japan","Asia",NA,"english"
"292","Dainippon Screen",2007,"DainipponScreen_2007",NA,"Large","Technology Hardware","Technology and Communications","Japan","Asia",NA,"english"
"293","Daiwa House",2007,"DaiwaHouse_2007",NA,"Large","Construction","Infrastructure","Japan","Asia",NA,"non-english"
"294","DIC Corporation",2007,"DICCorporation_2007",NA,"Large","Chemicals","Resource Transformation","Japan","Asia",NA,"english"
"295","Embraco",2007,"Embraco_2007",NA,"Large","Equipment","Resource Transformation","Brazil","Latin America & the Caribbean",NA,"non-english"
"296","Engelbrechtsmüller",2007,"Engelbrechtsmüller_2007",NA,"SME","Construction","Infrastructure","Austria","Europe",NA,"non-english"
"297","EPAL",2007,"EPAL_2007",NA,"Large","Water Utilities","Infrastructure","Portugal","Europe",NA,"non-english"
"298","ESPEC",2007,"ESPEC_2007",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"non-english"
"299","Eurochem",2007,"Eurochem_2007",NA,"Large","Chemicals","Resource Transformation","Russian Federation","Europe",NA,"english"
"300","European Investment Bank (EIB)",2007,"EuropeanInvestmentBank(EIB)_2007",NA,"Large","Financial Services","Financials","Luxembourg","Europe",NA,"non-english"
"301","Exeo",2007,"Exeo_2007",NA,"Large","Construction","Infrastructure","Japan","Asia",NA,"non-english"
"302","Findomestic",2007,"Findomestic_2007",NA,"Large","Financial Services","Financials","Italy","Europe",NA,"non-english"
"303","Galp Energia",2007,"GalpEnergia_2007",NA,"Large","Energy","Extractives and Minerals Processing","Portugal","Europe",NA,"non-english"
"304","Gas Natural Fenosa Argentina",2007,"GasNaturalFenosaArgentina_2007",NA,"MNE","Energy","Extractives and Minerals Processing","Argentina","Latin America & the Caribbean",NA,"non-english"
"305","Gas Natural SDG",2007,"GasNaturalSDG_2007",NA,"Large","Energy Utilities","Infrastructure","Spain","Europe",NA,"non-english"
"306","Genentech",2007,"Genentech_2007",NA,"MNE","Healthcare Products","Healthcare","United States of America","Northern America",NA,"english"
"307","Gerdau",2007,"Gerdau_2007",NA,"Large","Construction","Infrastructure","Chile","Latin America & the Caribbean",NA,"non-english"
"308","Goldman Sachs",2007,"GoldmanSachs_2007",NA,"MNE","Financial Services","Financials","United States of America","Northern America",NA,"english"
"309","GRI",2007,"GRI_2007",NA,"SME","Non-Profit / Services","Non-Profit / Services","Netherlands","Europe",NA,"english"
"310","Grup Bon Preu",2007,"GrupBonPreu_2007",NA,"Large","Commercial Services","Financials","Spain","Europe",NA,"non-english"
"311","Grupo Algar",2007,"GrupoAlgar_2007",NA,"Large","Other","Other","Brazil","Latin America & the Caribbean",NA,"non-english"
"312","Grupo Eroski",2007,"GrupoEroski_2007",NA,"Large","Retailers","Consumer Goods","Spain","Europe",NA,"non-english"
"313","Grupo Liberty Seguros",2007,"GrupoLibertySeguros_2007",NA,"Large","Financial Services","Financials","Spain","Europe",NA,"non-english"
"314","Gruppo Hera",2007,"GruppoHera_2007",NA,"Large","Energy Utilities","Infrastructure","Italy","Europe",NA,"english"
"315","H&M (Hennes & Mauritz)",2007,"H&M(Hennes&Mauritz)_2007",NA,"Large","Retailers","Consumer Goods","Sweden","Europe",NA,"english"
"316","Heidelberger Druckmaschinen",2007,"HeidelbergerDruckmaschinen_2007",NA,"Large","Equipment","Resource Transformation","Germany","Europe",NA,"non-english"
"317","Hess Corporation",2007,"HessCorporation_2007",NA,"Large","Energy","Extractives and Minerals Processing","United States of America","Northern America",NA,"english"
"318","HiPP GmbH & Co. Produktion KG",2007,"HiPPGmbH&Co.ProduktionKG_2007",NA,"Large","Food and Beverage Products","Food and Beverage","Germany","Europe",NA,"non-english"
"319","Hitachi High-Technologies Corp.",2007,"HitachiHigh-TechnologiesCorp._2007",NA,"MNE","Conglomerates","Conglomerates","Japan","Asia",NA,"english"
"320","House Foods",2007,"HouseFoods_2007",NA,"Large","Food and Beverage Products","Food and Beverage","Japan","Asia",NA,"non-english"
"321","HSBC Bank Brasil",2007,"HSBCBankBrasil_2007",NA,"Large","Financial Services","Financials","Brazil","Latin America & the Caribbean",NA,"english"
"322","HypoVereinsbank (HVB) - UniCredit AG",2007,"HypoVereinsbank(HVB)-UniCreditAG_2007",NA,"Large","Financial Services","Financials","Germany","Europe",NA,"non-english"
